code,energy_kcal_100g,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,sodium_100g,predict
4099200403489,295.0,1234.0,26.0,6.5,11.0,10.0,3.7,1.4,0.56,3
8171163889145,45.0,188.0,2.1,0.8,5.4,2.2,0.8,0.64,0.256,1
8422410029556,337.0,1410.0,3.2,0.6,60.0,7.0,11.0,0.04,0.016,2
82107796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
834164003009,270.58823529412,1132.0,0.0,0.0,64.705882352941,2.3529411764706,3.5294117647059,0.0,0.0,3
8022216010439,253.0,1059.0,6.6,1.5,37.0,4.0,11.0,0.5,0.2,3
21140023520,48.0,201.0,0.0,0.0,13.71,8.87,0.0,0.02,0.008,1
13800275110,171.71717171717,718.0,7.0707070707071,3.7037037037037,17.508417508418,2.6936026936027,9.4276094276094,0.73232323232323,0.292929292929292,3
4018462250204,383.0,1624.0,2.7,0.6,82.0,0.4,7.9,0.03,0.012,2
4056489207993,828.0,3464.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8018848012804,488.0,2042.0,19.1,3.9,68.3,30.9,7.5,0.15,0.06,2
8005110001895,44.0,184.0,0.5,0.1,8.0,7.0,1.8,0.23,0.092,1
3700118302849,673.0,2816.0,10.0,4.3,1.8,0.5,16.0,0.0,0.0,0
7612052006126,533.0,2230.0,43.9,7.8,30.1,7.0,18.2,1.0,0.4,2
2687693004584,182.0,761.0,7.2,3.2,23.2,2.3,5.6,1.2,0.48,3
8682588751363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5057172628391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
658010120593,409.09090909091,1712.0,7.9545454545455,1.1363636363636,18.181818181818,4.5454545454545,68.181818181818,1.0227272727273,0.40909090909092,2
3440776670002,214.0,895.0,18.0,12.0,2.0,2.0,11.0,0.97500002384186,0.390000009536744,3
688267529023,22.0,92.0,0.0,0.0,5.56,5.0,0.28,0.0025,0.001,1
4306205317322,338.0,1414.0,2.2,0.2,64.0,15.0,10.0,0.18,0.072,2
80839934,155.0,649.0,0.0,0.0,37.0,36.0,0.0,0.0,0.0,3
8016225284325,555.0,2322.0,36.0,14.0,47.0,32.0,8.9,0.0,0.0,2
41512135972,395.0,1653.0,13.16,5.26,68.42,50.0,2.63,0.855,0.342,2
96037652,162.5,680.0,35.4,4.1,33.1,13.5,20.9,0.0,0.0,3
3330143500233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8480000886323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3321250095316,124.0,519.0,4.0,1.6,1.0,0.5,21.0,1.5,0.6,3
15400192125,286.0,1197.0,17.86,10.71,3.57,0.0,28.57,1.5175,0.607,3
55976101503,500.0,2092.0,22.222222222222,8.3333333333333,69.444444444444,41.666666666667,5.5555555555556,1.25,0.5,2
7501064173400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2380501001521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8033520524000,47.0,197.0,0.0,0.0,11.13,11.13,0.0,0.0,0.0,1
860000364416,535.71428571429,2241.0,42.857142857143,5.3571428571429,17.857142857143,3.5714285714286,25.0,0.84821428571428,0.339285714285712,2
8007004001165,498.0,2084.0,51.0,11.8,4.1,1.9,4.0,1.8,0.72,2
3700600310109,152.0,636.0,12.1,2.0,7.0,2.0,3.6,0.8,0.32,3
3250392043841,121.0,506.0,4.4,0.6,13.6,1.4,5.4,0.77,0.308,3
8028618000795,422.0,1766.0,23.0,3.4000000953674,41.0,27.0,8.3000001907349,0.0,0.0,2
765744000029,188.23529411765,788.0,7.0588235294118,1.1764705882353,29.411764705882,1.1764705882353,1.1764705882353,0.5,0.2,3
41770088300,555.55555555556,2324.0,38.888888888889,16.666666666667,50.0,44.444444444444,5.5555555555556,0.34722222222223,0.138888888888892,2
852730004052,464.0,1941.0,28.57,3.57,42.86,28.57,14.29,0.49,0.196,2
3760066340140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8480012033296,510.0,2134.0,32.0,2.6,43.0,37.0,9.9,0.0,0.0,2
71720160510,345.0,1443.0,6.9,3.45,75.86,58.62,0.0,0.0425,0.017,2
73460057204,466.6667,1953.0,43.3333,13.3333,0.0,0.0,20.0,3.83333325,1.5333333,2
2004060025728,375.0,1569.0,6.5,0.7,65.0,1.0,9.5,1.1,0.44,2
8033520541298,118.0,494.0,0.6,0.2,23.0,4.0,4.0,1.3,0.52,1
60383726096,135.71428571429,568.0,7.8571428571429,1.4285714285714,15.0,5.7142857142857,2.1428571428571,0.64285714285715,0.25714285714286,3
36800451193,148.0,619.0,3.7,2.31,28.7,19.44,1.85,0.105,0.042,3
0060383059552,95.5882,400.0,1.1029,0.3676,0.0,0.0,21.3235,0.77205875,0.3088235,1
4337182064299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5015282124974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5000169038703,506.0,2117.0,48.2999992370605,18.2999992370605,0.800000011920929,0.400000005960464,16.8999996185303,0.0,0.0,2
0494491044313,355.555555555556,1488.0,13.1111113230387,7.11111121707492,22.2222222222222,4.66666645473904,35.5555555555556,0.0,0.0,2
7610400090940,581.0,2431.0,44.0,27.0,35.0,32.0,6.8,0.04,0.016,0
10941997,50.704225352113,212.0,0.0,0.0,13.521126760563,13.239436619718,0.0,0.0,0.0,1
3576370720093,125.0,523.0,0.1,0.01,28.5,28.2,0.7,0.01,0.004,3
3431590014622,51.0,213.0,0.3,0.0,9.6,7.5,0.9,0.01,0.004,1
85239268315,205.0,858.0,12.5,5.36,0.0,0.0,21.43,0.1125,0.045,3
44735326,385.0,1611.0,18.0,2.0,47.0,19.0,6.5,0.71,0.284,2
5000159105576,0.0,2022.0,23.7,10.2,57.2,30.0,6.7,0.43,0.172,2
2302792002902,117.9,493.0,3.9,1.5,0.0,0.0,20.7,0.25,0.1,1
0194283101131,540.0,2259.0,34.0,4.0,56.0,2.0,6.0,1.4,0.56,2
3760011242147,348.0,1456.0,32.0,12.0,3.9,0.9,11.0,1.3,0.52,2
8019428004110,59.0,247.0,1.6,0.2,10.6,4.3,0.5,0.1,0.04,1
8002330000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0858354001927,166.66666666667,697.0,1.1904761904762,0.23809523809524,35.238095238095,0.47619047619048,3.3333333333333,0.0,0.0,3
5400119520423,398.0,1665.0,29.0,18.0,0.0,0.0,33.0,1.5,0.6,2
3268387010204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4009176083011,376.0,1573.0,4.0,1.1,75.0,36.0,9.0,0.25,0.1,2
8431876300062,56.0,238.0,0.0,0.0,11.0,4.5,1.5,1.6,0.64,1
760695017188,909.09090909091,3804.0,97.902097902098,6.993006993007,0.0,0.0,0.0,0.0,0.0,0
3335880005805,50.0,209.0,5.0,0.1,6.2,5.8,1.9,0.570000000000001,0.228,1
9417986941721,0.0,651.0,1.5,0.4,29.4,0.5,4.5,0.33274,0.133096,3
7627535112751,432.0,1807.0,16.0,8.6,62.0,39.0,7.9,0.33,0.132,2
0232300061003,364.0,1523.0,6.0,0.800000011920929,51.0,3.0,21.0,0.0,0.0,2
850005261797,277.77777777778,1162.0,3.8888888888889,0.0,50.0,5.5555555555556,10.0,1.5277777777778,0.61111111111112,3
41755000709,50.632911392405,212.0,0.0,0.0,12.658227848101,11.392405063291,0.0,0.015822784810127,0.0063291139240508,1
8017596107787,496.0,2075.0,23.0,6.9,63.0,31.0,6.8,0.36,0.144,2
3760213710086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8414485242909,567.0,2372.0,46.2,6.0,22.5,4.3,26.2,1.5,0.6,0
9310432002109,167.33333333333,700.0,10.666666666667,1.0,14.666666666667,11.0,1.3333333333333,4.0,1.6,3
16605855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3184679442853,266.0,1113.0,19.0,13.0,19.0,18.0,4.2,0.1,0.04,3
5050665020450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3770005999759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5032990002370,201.0,841.0,13.1,6.0,2.3,0.4,18.6,1.3,0.52,3
3504951003006,103.0,431.0,1.0,0.45,6.2,0.0,17.2,0.41,0.164,1
2114380006151,166.0,694.0,8.5,2.3,0.9,0.8,21.0,1.9,0.76,3
8901063092617,494.0,2067.0,22.0,11.0,67.0,22.0,7.0,255.0,102.0,2
8057288361011,399.0,1669.0,9.5,0.7,67.0,1.4,9.8,1.6,0.64,2
99071001184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0010600101014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15400871471,50.0,209.0,0.0,0.0,12.92,12.5,0.0,0.0375,0.015,1
4056489105671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5410038205400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8033712202754,360.0,1506.0,0.0,0.0,89.0,42.0,2.0,0.237,0.0948,2
8720618496676,324.0,1356.0,0.5,0.1,76.0,65.0,4.7,0.0,0.0,2
8052462271636,594.0,2485.0,44.0,7.8,33.0,5.0,15.0,1.9,0.76,0
3400941619359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3392060000234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8423243108227,900.0,3766.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0
5010251771043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4260407920011,46.0,192.0,0.1,0.1,11.0,10.9,0.1,0.0,0.0,1
3560070326105,353.0,1477.0,1.6,0.5,76.0,0.0,8.0,0.0,0.0,2
8428204006208,199.0,846.0,6.48,2.66,0.39,0.39,34.95,4.425,1.77,3
74175302405,589.0,2464.0,51.79,3.57,17.86,5.36,21.43,0.045,0.018,0
708820969957,200.0,837.0,16.67,1.67,13.33,10.0,0.0,1.6675,0.667,3
4099100070163,600.0,2510.0,50.0,0.0,20.0,0.0,20.0,2.0,0.8,0
3700238382677,394.0,1648.0,6.1,2.0,77.0,52.0,5.5,0.0,0.0,2
3560071405076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3700477660581,240.0,1004.0,14.0,8.7,20.0,2.9,8.0,1.3,0.52,3
7025110189240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74570251179,323.53,1354.0,20.59,12.75,29.41,25.49,4.9,0.1245,0.0498,2
8430777020185,490.0,2050.0,24.0,3.0,56.0,1.0,11.0,2.0,0.8,2
2236897023022,375.0,1569.0,29.0,20.0,1.0,1.0,26.0,2.0,0.8,2
718813696555,400.0,1674.0,30.0,26.666666666667,66.666666666667,66.666666666667,0.0,0.29166666666668,0.116666666666672,2
2970413008635,376.0,1573.0,29.5,21.0,0.5,0.5,27.0,0.64,0.256,2
49521161135,187.0,782.0,12.09,4.95,5.49,1.1,15.38,2.885,1.154,3
74410220068,42.0,176.0,0.0,0.0,8.33,8.33,1.67,3.175,1.27,1
3700961300306,561.0,2347.0,36.0,22.0,52.0,51.0,7.0,0.21,0.084,0
8422584058208,502.0,2100.0,26.0,2.6,59.0,1.5,6.0,1.6,0.64,2
7613331817969,92.0,410.0,2.9000000953674,1.7000000476837,13.0,12.0,3.4000000953674,0.079999998211861,0.0319999992847444,1
3036855092409,40.0,167.0,0.0,0.0,9.9,9.5,0.0,0.02,0.008,1
3256477039501,628.0,2628.0,64.8,43.7,10.2,0.9,0.9,2.2,0.88,0
8436542191128,593.0,2481.0,51.5,4.5,20.0,2.6,20.8,0.2,0.08,0
0858493005848,392.85714285714,1644.0,0.0,0.0,82.142857142857,71.428571428571,0.0,0.0,0.0,2
70253492426,471.0,1971.0,20.59,7.35,70.59,35.29,5.88,0.8825,0.353,2
3470211000118,237.0,992.0,1.04,0.14,46.76,1.03,10.22,1.406,0.5624,3
898999012490,10.0,42.0,0.0,0.0,0.2,0.0,2.0,0.12,0.048,1
4909411088453,19.0,79.0,0.7,0.0,2.6,2.1,0.5,0.1,0.04,1
8850468250125,320.0,1340.0,0.0,0.0,60.0,24.0,20.0,5.49,2.19,2
85239146590,357.0,1494.0,2.86,1.43,71.43,10.0,12.86,2.3225,0.929,2
8425190261789,350.0,1464.0,2.5,0.0,73.3,11.7,8.3,2.6,1.04,2
699754,593.75,2484.0,53.125,4.6875,21.875,6.25,21.875,0.78125,0.3125,0
8007100094009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4015533038662,50.0,209.0,0.5,0.10000000149012,11.0,10.60000038147,0.5,0.0,0.0,1
6130743016519,35.0,146.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1
2287428030170,234.0,979.0,18.3,6.4,1.1,0.7,16.3,2.3,0.92,3
8411414013210,475.0,1987.0,20.0,4.0,66.0,25.0,6.6,0.3,0.12,2
7790070508522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5400101076532,56.0,234.0,1.3,0.5,6.0,4.7,3.9,0.75,0.3,1
8713938000371,24.0,100.0,0.2,0.0,5.2,3.6,0.5,1.19,0.476,1
8422410853298,385.0,1611.0,2.1,0.0,60.0,0.0,26.0,0.0,0.0,2
8027349601196,824.0,3448.0,91.6,15.2,0.0,0.0,0.0,0.0,0.0,0
01335682,49.0,205.0,2.9,0.4,52.0,4.0,0.5,0.0,0.0,1
3662317017668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4056489441182,361.0,1510.0,29.2,20.0,0.1,0.1,24.5,2.1,0.84,2
94922262325,167.0,699.0,0.0,0.0,43.33,40.0,0.0,1.5,0.6,3
3273630004107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128504062185000499,464.28571428571,1943.0,25.0,1.7857142857143,64.285714285714,0.0,3.5714285714286,2.5,1.0,2
3800202521269,533.0,2230.0,34.0,20.0,51.2,45.0,5.3,0.0,0.0,2
8427656008266,470.0,1966.0,22.0,5.5,61.0,27.0,7.0,0.4,0.16,2
4792038109010,208.0,870.0,22.0,20.0,1.0,0.0,1.4,0.1,0.04,3
5900915028043,514.0,2151.0,29.0,16.0,59.0,55.0,3.9,0.18,0.072,2
8413585027492,111.0,464.0,6.2,2.1,0.8,0.8,13.8,0.4,0.16,1
684924030116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3338842173239,408.0,1707.0,8.5,1.5,72.2,1.6,9.6,1.2,0.48,2
895968001523,197.0,824.0,3.52,0.0,29.58,5.63,9.86,0.5625,0.225,3
7613269303138,0.0,171.0,0.5,0.0,8.0,7.0,0.6,1.7,0.68,1
4260188781771,434.0,1816.0,17.5,3.7,51.4,13.7,13.4,0.03,0.012,2
646670311901,130.0,544.0,7.0,0.5,16.0,0.0,2.0,0.35,0.14,3
75450040586,515.0,2155.0,36.36,7.58,45.45,24.24,15.15,1.1375,0.455,2
4316268544566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8033629400557,404.0,1690.0,22.0,11.0,45.0,33.0,7.2,0.44,0.176,2
5400111320618,577.0,2414.0,44.0,5.4,20.0,7.6,20.0,1.0,0.4,0
4052600010169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36217406243,276.0,1155.0,12.0,7.11,29.78,6.22,12.0,0.955,0.382,3
4000161050100,492.0,2059.0,32.3,6.7,38.6,36.5,9.9,0.03,0.012,2
5027454302110,60.0,251.0,0.0,1.0,0.0,14.0,1.0,1.0,0.4,1
9315303006972,203.15488,850.0,10.0,4.9,24.7,2.3,3.7,1.2975,0.519,3
815116010276,255.0,1067.0,17.02,4.96,24.82,23.4,2.13,0.32,0.128,3
5601560112575,384.0,1607.0,2.4,1.3,76.9,3.2,11.8,2.1,0.84,2
2300838007102,268.0,1121.0,20.0,16.0,1.8,1.8,15.0,1.8,0.72,3
3422440007956,83.0,347.0,2.6,0.4,8.1,2.3,3.6,0.73,0.292,1
7501058642141,847.0,3544.0,8.58,8.58,29.62,29.62,1.13,0.4,0.16,0
9315896100019,197.0,824.0,48.6,1.8,0.5,0.0,24.4,3.025,1.21,3
8000633043568,245.0,1025.0,8.7,2.0,33.0,4.0,7.5,1.6,0.64,3
11110223227,190.0,795.0,11.0,2.5,18.0,10.0,5.0,1.075,0.43,3
8114590818661,144.0,602.0,11.0,5.2,3.0,1.2,8.5,0.8,0.32,3
4000206049014,626.0,2619.0,51.8,7.9,11.1,5.3,24.7,0.04,0.016,0
2942087006880,134.0,561.0,6.0999999046326,2.0,0.5,0.0,19.0,1.2,0.48,3
8680789521648,304.0,1272.0,0.0,0.0,82.0,81.5,0.0,15.0,6.0,3
3251512994999,308.0,1289.0,18.0,12.1,33.3,30.4,3.0,0.1,0.04,3
0202230020661,496.0,2075.0,30.0,20.0,46.0,7.6999998092651,9.6999998092651,1.6000000238419,0.64000000953676,2
4061458277556,277.0,1159.0,19.0,13.0,22.0,18.0,4.6,0.14,0.056,3
815473012418,50.0,209.0,0.20833333333333,0.0,11.666666666667,9.5833333333333,0.83333333333333,0.0,0.0,1
742676406150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4602041011449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
209547015021,123.0,515.0,3.3,1.7,0.6,0.5,22.7,2.7,1.08,3
4088700139769,69.789672,292.0,1.4,0.2,10.2,6.92,3.2,0.17,0.068,1
31683050075,219.78021978022,920.0,2.1978021978022,0.54945054945055,38.461538461538,1.0989010989011,7.6923076923077,1.510989010989,0.6043956043956,3
0202018141427,298.0,1247.0,10.0,0.800000011920929,45.0,0.300000011920929,5.0,0.0,0.0,3
7791905004226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80868029023,203.5398,852.0,10.6195,1.3274,9.7345,0.0,17.6991,1.039823,0.4159292,3
4034167100187,249.0,1042.0,4.5,2.0,2.0,0.0,50.0,3.55,1.42,3
5050974506218,350.0,1464.0,1.7,0.3,66.9,2.9,8.5,0.5,0.2,2
5000169074282,284.0,1188.0,22.9,1.6,17.6,13.4,1.3,1.14,0.456,3
4088600291697,368.0,1540.0,5.5,3.5,65.0,41.0,11.0,1.7,0.68,2
55078135406,440.0,1841.0,28.0,12.0,42.0,24.0,4.0,0.425,0.17,2
4013200555726,158.0,661.0,14.0,2.5,5.5,0.1,1.2,3.0,1.2,3
62639450137,253.33333333333,1060.0,1.3333333333333,0.0,50.666666666667,4.0,9.3333333333333,1.3,0.52,3
33984041394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3760281770104,61.6,258.0,1.21,0.73,11.39,2.51,0.63,0.33,0.132,1
8388766470896,370.0,1548.0,1.425,0.745,0.9,0.48,87.75,0.0,0.0,2
52548701123,45.833333333333,192.0,1.0416666666667,0.625,5.4166666666667,5.0,3.3333333333333,0.13541666666667,0.054166666666668,1
8711812415938,578.0,2418.0,39.8,9.0,50.6,50.6,4.7,0.3,0.12,0
7501791628730,0.0,1160.0,18.0,4.5,20.2,6.75,9.0,47.1,18.8,3
265683,177.0,741.0,9.89999961853027,6.19999980926514,19.0,16.2000007629395,1.0,0.0,0.0,3
8022424005142,340.0,1423.0,6.5,0.9,37.3,1.5,21.9,23.0,9.2,2
7613404086438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5412514111199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3760052155529,119.0,498.0,8.31,2.68,9.89,5.49,1.07,2.02,0.808,1
15676764,117.0,490.0,6.2,1.1,8.3,2.3,6.1,0.84,0.336,1
07789046568,23.0,96.0,0.0,0.0,5.92,5.92,0.0,0.1125,0.045,1
712386125009,204.0,854.0,11.27,2.82,16.9,2.82,9.86,1.7775,0.711,3
8480024764133,386.0,1615.0,6.7,0.8,64.0,4.8,13.0,1.7,0.68,2
288055602275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5410942810004,353.0,1477.0,29.0,21.0,0.5,0.5,23.0,1.5,0.6,2
4806510860259,181.81818181818,761.0,10.909090909091,6.3636363636364,0.90909090909091,0.0,19.090909090909,1.6818181818182,0.67272727272728,3
8388765549692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2802516000011,192.0,803.0,15.60000038147,8.0,9.0,6.9000000953674,4.9000000953674,0.0,0.0,3
8011242121455,285.0,1192.0,13.0,5.0999999046326,33.0,1.2000000476837,7.6999998092651,2.2000000476837,0.88000001907348,3
3596710033140,199.0,833.0,0.3,0.1,44.0,29.1,2.1,0.03,0.012,3
5011056072748,68.0,286.0,4.7,2.1,4.4,0.5,1.8,0.7,0.28,1
3280596100026,311.0,1301.0,27.0,10.7,0.5,0.3,16.4,3.3,1.32,3
3760069560101,515.0,2155.0,29.0,2.9,54.0,1.5,5.2,0.5,0.2,2
3250390657354,49.0,205.0,0.5,0.1,11.4,11.0,0.5,0.01,0.004,1
8410234012007,210.0,879.0,12.0,1.8,0.6,0.6,25.0,14.0,5.6,3
0424942100305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,11.176,1
760208117886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4040900121586,63.8,267.0,3.5,2.3,4.8,4.8,3.3,0.13,0.052,1
3662343002119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3564700169780,0.0,1251.0,2.6,0.3,59.0,53.0,3.3,0.3,0.12,3
3560070677573,257.0,1075.0,0.5,0.2,63.0,55.0,0.0001,7.3,2.92,3
7039010570817,237.0,993.0,8.5,3.8,29.0,3.1,10.0,1.15,0.46,3
8006649009161,464.0,1941.0,18.3,2.1,61.0,2.1,12.1,1.8,0.72,2
8032974005998,410.0,1715.0,12.1,7.0,68.5,35.9,5.9,0.76,0.304,2
854080006007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
639277422378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
717544211587,92.0,385.0,3.38,1.93,12.56,12.08,3.38,0.2175,0.087,1
8718774014360,504.0,2109.0,32.0,4.8,14.0,7.7,35.0,3.1,1.24,2
20434915,219.0,916.0,18.0,4.9,0.5,0.2,13.5,2.2,0.88,3
3335440330118,392.0,1640.0,7.5,5.3,78.0,64.0,2.5,1.1,0.44,2
0201423015873,233.0,975.0,17.0,1.60000002384186,16.0,0.0,4.0,0.0,0.0,3
2990801007798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24021548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3423720011052,387.0,1690.0,18.0,10.0,48.0,19.0,7.4,0.39,0.156,2
8514283511341,72.0,301.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,1
4019339680377,192.0,803.0,1.3,0.0,34.9,4.8,4.5,1.5,0.6,3
3760281270086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2853388027941,244.0,1021.0,21.0,7.0,1.0,0.7,13.0,0.78,0.312,3
3516840100048,374.0,1565.0,2.3,1.2,70.7,68.2,14.9,0.4,0.16,2
4056489615286,239.0,1000.0,15.0,2.7,0.5,0.5,26.0,1.0,0.4,3
8033256002957,1172.0,4904.0,0.3,0.3,59.3,2.7,9.9,0.0,0.0,0
3523680410183,60.0,251.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,1
11225120176,375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,2
8410376013870,508.0,2125.0,24.0,13.0,68.0,38.0,3.7,0.13,0.052,2
84348015438,410.0,1715.0,10.0,0.0,50.0,0.0,30.0,0.125,0.05,2
3700702001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5603493002589,51.0,213.0,0.1,0.1,11.8,11.4,0.42,0.01,0.004,1
2369672001622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55848500120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41220103973,183.33333333333,767.0,8.3333333333333,5.0,21.666666666667,20.0,5.0,0.19791666666667,0.079166666666668,3
81010479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3041091400437,4.0,17.0,0.2,0.03,9.9,8.5,0.4,0.006,0.0024,1
9349571004538,500.0,2092.0,22.666666666667,17.333333333333,66.0,47.333333333333,6.0,1.0,0.4,2
0859098005370,286.0,1197.0,25.0,8.93,7.14,0.0,7.14,0.9825,0.393,3
6254564582678,196.0,820.0,8.2,0.0,27.9,0.0,2.3,0.0,0.0,3
4260167171807,268.0,1121.0,3.0,0.0,51.0,1.0,7.0,0.0,0.0,3
850020591701,130.0,544.0,10.0,7.0,25.0,9.0,1.0,0.0,0.0,3
60631920429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2334244005544,319.0,1335.0,31.0,11.0,1.8,0.9,7.8,2.4,0.96,2
8031575950171,211.0,883.0,0.10000000149012,0.10000000149012,52.0,50.0,1.0,6.0,2.4,3
29073115,265.0,1109.0,3.7,2.5,48.0,3.9,8.5,1.13,0.452,3
3665606000693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
810869030311,138.29787234043,579.0,2.6595744680851,0.53191489361702,14.893617021277,0.0,14.893617021277,1.8617021276596,0.74468085106384,3
3492420007139,32.0,134.0,0.5,0.0,5.2,3.4,1.2,0.8,0.32,1
3595181935502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20006679,17.89999961853,75.0,0.28000000119209,0.20000000298023,1.6000000238419,1.6000000238419,1.7000000476837,1.0,0.4,1
3770008559035,17.0,71.0,1.2,1.0,0.9,0.8,0.2,0.01,0.004,1
3180950065094,264.0,1092.0,24.0,9.2,0.5,0.5,12.0,2.4,0.96,3
3760008041906,312.0,1305.0,1.0,0.2,73.0,52.0,1.0,0.0,0.0,3
3700758501336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
585830908920002560,121.0,506.0,5.0,2.0,1.0,0.0,18.0,2.7,1.08,3
2350266011042,408.0,1707.0,34.0,24.0,2.6,0.5,23.0,1.4,0.56,2
3770013624094,242.0,1013.0,23.9,3.1,1.0,0.9,4.3,1.2,0.48,3
8437014025071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8412301100044,8.0,33.0,0.0,0.0,1.9,1.8,0.0,0.05,0.02,1
4001568703668,29.0,121.0,0.0,0.0,7.3,4.5,0.0,0.0,0.0,1
872425000763,160.71428571429,672.0,10.714285714286,4.4642857142857,1.7857142857143,0.0,14.285714285714,1.4732142857143,0.58928571428572,3
5000227510844,103.0,431.0,4.1,2.6,14.0,0.7,1.9,0.54,0.216,1
4056489380719,216.0,904.0,13.0,1.3,18.0,8.4,5.2,0.89,0.356,3
5400112293706,81.0,339.0,5.8,1.2,5.6,2.4,0.9,1.07,0.428,1
59531000607,48.0,201.0,0.0,0.0,12.8,12.8,0.0,0.04572,0.018288,1
8436046341579,356.0,1490.0,1.5,0.1,74.0,2.0,13.0,0.1,0.04,2
3760089483145,296.0,1238.0,1.7,1.29,45.1,1.0,12.5,0.0,0.0,3
4810268026645,0.0,318.4,3.0,0.0,2.2,0.0,10.0,0.0,0.0,1
